Date,Open,High,Low,Close,Adj Close
2010-03-17,1.376898,1.3816540000000002,1.373098,1.373834,1.373834
2010-03-18,1.373494,1.374004,1.359102,1.3613959999999998,1.3613959999999998
2010-03-19,1.36123,1.362806,1.350494,1.353693,1.353693
2010-03-22,1.3514059999999999,1.3569069999999999,1.346874,1.3567049999999998,1.3567049999999998
2010-03-23,1.3567049999999998,1.3569069999999999,1.346493,1.346801,1.346801
2010-03-24,1.3470010000000001,1.348545,1.3307959999999999,1.333102,1.333102
2010-03-25,1.3329959999999998,1.337059,1.326999,1.3307069999999999,1.3307069999999999
2010-03-26,1.3307069999999999,1.342408,1.3302829999999999,1.341004,1.341004
2010-03-29,1.344809,1.3505120000000002,1.3421379999999998,1.348109,1.348109
2010-03-30,1.347782,1.353491,1.340051,1.342408,1.342408
2010-03-31,1.342408,1.3545909999999999,1.3387959999999999,1.3508040000000001,1.3508040000000001
2010-04-01,1.35084,1.35912,1.346276,1.3584,1.3584
2010-04-02,1.358327,1.359194,1.3478,1.350494,1.350494
2010-04-05,1.3496920000000001,1.3538940000000002,1.346276,1.348909,1.348909
2010-04-06,1.348909,1.349783,1.335827,1.340195,1.340195
2010-04-07,1.340016,1.341004,1.3329959999999998,1.334846,1.334846
2010-04-08,1.3342049999999999,1.336702,1.328568,1.3361120000000002,1.3361120000000002
2010-04-09,1.336095,1.350093,1.334401,1.350093,1.350093
2010-04-12,1.3636979999999999,1.368794,1.356999,1.359601,1.359601
2010-04-13,1.359601,1.3621940000000001,1.3549579999999999,1.360859,1.360859
2010-04-14,1.361674,1.367802,1.360285,1.3655979999999999,1.3655979999999999
2010-04-15,1.36571,1.366792,1.352503,1.357405,1.357405
2010-04-16,1.357405,1.357497,1.347963,1.350402,1.350402
2010-04-19,1.348909,1.349327,1.3419940000000001,1.348727,1.348727
2010-04-20,1.348909,1.352192,1.3430030000000002,1.343508,1.343508
2010-04-21,1.3435620000000001,1.344809,1.336398,1.338993,1.338993
2010-04-22,1.338849,1.3419940000000001,1.326805,1.326999,1.326999
2010-04-23,1.3269819999999999,1.339998,1.320917,1.338401,1.338401
2010-04-26,1.336398,1.3414,1.329593,1.340123,1.340123
2010-04-27,1.340375,1.341328,1.3148030000000002,1.317072,1.317072
2010-04-28,1.317297,1.326594,1.311906,1.321283,1.321283
2010-04-29,1.3211959999999998,1.327669,1.318548,1.326295,1.326295
2010-04-30,1.326594,1.3342049999999999,1.322804,1.329805,1.329805
2010-05-03,1.332303,1.332694,1.3159969999999999,1.319993,1.319993
2010-05-04,1.319993,1.32144,1.296395,1.296395,1.296395
2010-05-05,1.296798,1.299495,1.279623,1.281493,1.281493
2010-05-06,1.281591,1.285463,1.2540440000000002,1.263296,1.263296
2010-05-07,1.26285,1.279591,1.259224,1.275608,1.275608
2010-05-10,1.287896,1.309192,1.276373,1.277923,1.277923
2010-05-11,1.277923,1.280098,1.261893,1.262993,1.262993
2010-05-12,1.2635040000000002,1.273837,1.260843,1.263903,1.263903
2010-05-13,1.2636,1.268504,1.251831,1.2541069999999999,1.2541069999999999
2010-05-14,1.253903,1.257703,1.2358040000000001,1.236002,1.236002
2010-05-17,1.237226,1.241064,1.224605,1.239296,1.239296
2010-05-18,1.239127,1.244168,1.216782,1.2178930000000001,1.2178930000000001
2010-05-19,1.218591,1.2433020000000001,1.214595,1.239342,1.239342
2010-05-20,1.239004,1.259795,1.229906,1.247894,1.247894
2010-05-21,1.24819,1.267202,1.247707,1.256708,1.256708
2010-05-24,1.2534,1.254501,1.233395,1.234995,1.234995
2010-05-25,1.235193,1.238605,1.218101,1.2345979999999999,1.2345979999999999
2010-05-26,1.2345979999999999,1.2358040000000001,1.2155690000000001,1.2173,1.2173
2010-05-27,1.217256,1.239495,1.216604,1.234797,1.234797
2010-05-28,1.2341870000000001,1.244725,1.226798,1.227401,1.227401
2010-05-31,1.227717,1.233487,1.227099,1.228788,1.228788
2010-06-01,1.228803,1.233898,1.2115040000000001,1.223301,1.223301
2010-06-02,1.223706,1.227295,1.218116,1.2239,1.2239
2010-06-03,1.223751,1.232499,1.215495,1.2169450000000002,1.2169450000000002
2010-06-04,1.217093,1.221673,1.1958,1.197103,1.197103
2010-06-07,1.194415,1.1988969999999999,1.188199,1.192293,1.192293
2010-06-08,1.192307,1.200898,1.190505,1.197203,1.197203
2010-06-09,1.197103,1.207307,1.192577,1.199199,1.199199
2010-06-10,1.199199,1.2141520000000001,1.195858,1.210903,1.210903
2010-06-11,1.210756,1.2152,1.205371,1.211402,1.211402
2010-06-14,1.2147270000000001,1.229801,1.2147270000000001,1.2218069999999999,1.2218069999999999
2010-06-15,1.221568,1.2351020000000001,1.217196,1.231906,1.231906
2010-06-16,1.231906,1.234903,1.226302,1.2311940000000001,1.2311940000000001
2010-06-17,1.231406,1.241003,1.224695,1.238206,1.238206
2010-06-18,1.238283,1.241496,1.235697,1.239296,1.239296
2010-06-21,1.240895,1.246805,1.2306030000000001,1.231603,1.231603
2010-06-22,1.231694,1.234751,1.225806,1.227506,1.227506
2010-06-23,1.227506,1.234065,1.221076,1.231906,1.231906
2010-06-24,1.231906,1.238666,1.226603,1.233745,1.233745
2010-06-25,1.233502,1.239403,1.2258959999999999,1.2373020000000001,1.2373020000000001
2010-06-28,1.238007,1.239895,1.226798,1.227702,1.227702
2010-06-29,1.227325,1.228999,1.215436,1.2186350000000001,1.2186350000000001
2010-06-30,1.218739,1.230027,1.216782,1.2230020000000001,1.2230020000000001
2010-07-01,1.2231969999999999,1.2242600000000001,1.219899,1.25075,1.25075
2010-07-02,1.250907,1.261002,1.248393,1.257103,1.257103
2010-07-05,1.255524,1.255792,1.2511729999999999,1.253698,1.253698
2010-07-06,1.2541069999999999,1.2660790000000002,1.248377,1.2624030000000002,1.2624030000000002
2010-07-07,1.261702,1.266095,1.256108,1.263312,1.263312
2010-07-08,1.263408,1.271084,1.2624030000000002,1.269406,1.269406
2010-07-09,1.269197,1.272103,1.2614,1.264398,1.264398
2010-07-12,1.264606,1.264702,1.255398,1.259002,1.259002
2010-07-13,1.259018,1.273885,1.252536,1.2720870000000002,1.2720870000000002
2010-07-14,1.272168,1.277563,1.268601,1.2740479999999998,1.2740479999999998
2010-07-15,1.274145,1.295605,1.2712459999999999,1.292858,1.292858
2010-07-16,1.2922069999999999,1.3004069999999999,1.289407,1.293193,1.293193
2010-07-19,1.2902559999999998,1.299005,1.287498,1.2939459999999998,1.2939459999999998
2010-07-20,1.294214,1.302677,1.284406,1.289308,1.289308
2010-07-21,1.289324,1.2912059999999999,1.273593,1.276797,1.276797
2010-07-22,1.276992,1.292507,1.273902,1.290306,1.290306
2010-07-23,1.2901559999999999,1.2964280000000001,1.28,1.2913059999999998,1.2913059999999998
2010-07-26,1.288926,1.300492,1.288693,1.2999,1.2999
2010-07-27,1.299596,1.3045799999999999,1.295605,1.299089,1.299089
2010-07-28,1.299596,1.304002,1.296765,1.299224,1.299224
2010-07-29,1.299798,1.310702,1.298196,1.3078049999999999,1.3078049999999999
2010-07-30,1.3076510000000001,1.309397,1.2982799999999999,1.3039,1.3039
2010-08-02,1.3060120000000002,1.3194,1.3057729999999999,1.317593,1.317593
2010-08-03,1.3175059999999998,1.3261020000000001,1.314994,1.322506,1.322506
2010-08-04,1.322594,1.323977,1.313698,1.322506,1.322506
2010-08-05,1.316101,1.3235569999999999,1.312233,1.315807,1.315807
2010-08-06,1.317992,1.3329959999999998,1.3159969999999999,1.318131,1.318131
2010-08-09,1.3286040000000001,1.330424,1.3231190000000002,1.328568,1.328568
2010-08-10,1.323101,1.323101,1.308147,1.3229959999999998,1.3229959999999998
2010-08-11,1.318565,1.318565,1.287167,1.318496,1.318496
2010-08-12,1.2841420000000001,1.293193,1.278707,1.284406,1.284406
2010-08-13,1.282857,1.290389,1.275348,1.282989,1.282989
2010-08-16,1.276992,1.286985,1.273593,1.27709,1.27709
2010-08-17,1.281296,1.2912219999999999,1.280541,1.281197,1.281197
2010-08-18,1.2876969999999999,1.291906,1.2824950000000002,1.287996,1.287996
2010-08-19,1.2855450000000002,1.290006,1.2780040000000001,1.2856450000000001,1.2856450000000001
2010-08-20,1.280902,1.283302,1.2665600000000001,1.2808030000000001,1.2808030000000001
2010-08-23,1.271084,1.272864,1.264926,1.271003,1.271003
2010-08-24,1.2640149999999999,1.271795,1.259192,1.2635040000000002,1.2635040000000002
2010-08-25,1.263456,1.271876,1.261304,1.263296,1.263296
2010-08-26,1.266095,1.276357,1.265198,1.2664,1.2664
2010-08-27,1.2706,1.2780040000000001,1.268263,1.270648,1.270648
2010-08-30,1.275299,1.2757049999999999,1.267331,1.275396,1.275396
2010-08-31,1.2662069999999999,1.274194,1.262802,1.266592,1.266592
2010-09-01,1.268601,1.285,1.266785,1.26873,1.26873
2010-09-02,1.280442,1.284885,1.277906,1.2802950000000002,1.2802950000000002
2010-09-03,1.28261,1.288494,1.281279,1.282594,1.282594
2010-09-06,1.289407,1.291639,1.286902,1.289407,1.289407
2010-09-07,1.2868030000000001,1.2868030000000001,1.270406,1.286836,1.286836
2010-09-08,1.267893,1.276194,1.266416,1.2677969999999998,1.2677969999999998
2010-09-09,1.273204,1.276373,1.266881,1.273204,1.273204
2010-09-10,1.268987,1.274437,1.264702,1.269309,1.269309
2010-09-13,1.271892,1.288793,1.271698,1.271698,1.271698
2010-09-14,1.287167,1.301795,1.283285,1.2872,1.2872
2010-09-15,1.2991059999999999,1.3035940000000001,1.295924,1.299174,1.299174
2010-09-16,1.301304,1.311303,1.297892,1.301507,1.301507
2010-09-17,1.3075139999999998,1.315703,1.302592,1.3076,1.3076
2010-09-20,1.304206,1.311923,1.303101,1.3043930000000001,1.3043930000000001
2010-09-21,1.306745,1.31489,1.305943,1.306694,1.306694
2010-09-22,1.325399,1.343707,1.325205,1.325697,1.325697
2010-09-23,1.339226,1.341202,1.3313270000000001,1.3391,1.3391
2010-09-24,1.331806,1.3492,1.328851,1.331913,1.331913
2010-09-27,1.348199,1.350366,1.343183,1.347909,1.347909
2010-09-28,1.343996,1.358013,1.338401,1.343905,1.343905
2010-09-29,1.356999,1.3642379999999998,1.3567790000000002,1.357092,1.357092
2010-09-30,1.362806,1.367708,1.3565209999999999,1.362806,1.362806
2010-10-01,1.3623049999999999,1.377581,1.362082,1.362212,1.362212
2010-10-04,1.3777709999999999,1.378436,1.366942,1.3776950000000001,1.3776950000000001
2010-10-05,1.3675030000000001,1.384754,1.363903,1.367409,1.367409
2010-10-06,1.383604,1.392816,1.380434,1.383394,1.383394
2010-10-07,1.392409,1.4023079999999999,1.3899700000000001,1.392002,1.392002
2010-10-08,1.392292,1.397507,1.385099,1.392796,1.392796
2010-10-11,1.3987379999999998,1.400619,1.388696,1.397761,1.397761
2010-10-12,1.388098,1.388195,1.378018,1.388021,1.388021
2010-10-13,1.391692,1.399933,1.391208,1.391692,1.391692
2010-10-14,1.396902,1.411891,1.396707,1.396726,1.396726
2010-10-15,1.4070040000000001,1.414807,1.399306,1.407202,1.407202
2010-10-18,1.397097,1.3974090000000001,1.3837959999999998,1.396433,1.396433
2010-10-19,1.393787,1.399404,1.3773540000000002,1.393592,1.393592
2010-10-20,1.374004,1.3983079999999999,1.3704450000000001,1.373909,1.373909
2010-10-21,1.3963940000000001,1.405106,1.3879059999999999,1.396317,1.396317
2010-10-22,1.391672,1.3968040000000002,1.386693,1.391692,1.391692
2010-10-25,1.393748,1.407697,1.393612,1.394408,1.394408
2010-10-26,1.393592,1.398191,1.383968,1.394895,1.394895
2010-10-27,1.385752,1.387694,1.376008,1.385425,1.385425
2010-10-28,1.3776950000000001,1.393961,1.377505,1.377809,1.377809
2010-10-29,1.3776950000000001,1.394117,1.380891,1.377809,1.377809
2010-11-01,1.393767,1.401169,1.386616,1.397507,1.397507
2010-11-02,1.391208,1.40479,1.388368,1.391091,1.391091
2010-11-03,1.403095,1.405956,1.399365,1.403607,1.403607
2010-11-04,1.413208,1.428204,1.410517,1.4127290000000001,1.4127290000000001
2010-11-05,1.422819,1.423001,1.4033120000000001,1.422799,1.422799
2010-11-08,1.407598,1.4081139999999999,1.389391,1.407578,1.407578
2010-11-09,1.385809,1.397194,1.382839,1.386963,1.386963
2010-11-10,1.377031,1.3820940000000002,1.3675030000000001,1.377202,1.377202
2010-11-11,1.377202,1.381903,1.366176,1.3775620000000002,1.3775620000000002
2010-11-12,1.361656,1.377202,1.357995,1.362101,1.362101
2010-11-15,1.3695629999999999,1.374703,1.359194,1.369319,1.369319
2010-11-16,1.357607,1.365318,1.354206,1.357478,1.357478
2010-11-17,1.349382,1.355307,1.346547,1.3490540000000002,1.3490540000000002
2010-11-18,1.354775,1.366792,1.354518,1.355399,1.355399
2010-11-19,1.365934,1.373098,1.36097,1.365728,1.365728
2010-11-22,1.374495,1.3786450000000001,1.361007,1.3744379999999998,1.3744379999999998
2010-11-23,1.360193,1.361359,1.340087,1.360193,1.360193
2010-11-24,1.338778,1.3418860000000001,1.328992,1.338634,1.338634
2010-11-25,1.335791,1.3375059999999999,1.328904,1.335791,1.335791
2010-11-26,1.334223,1.3350600000000001,1.320446,1.333974,1.333974
2010-11-29,1.324275,1.329752,1.306797,1.3238020000000001,1.3238020000000001
2010-11-30,1.310152,1.315028,1.297252,1.310393,1.310393
2010-12-01,1.299495,1.313456,1.297707,1.299207,1.299207
2010-12-02,1.31256,1.3211959999999998,1.306506,1.312491,1.312491
2010-12-03,1.321301,1.337667,1.319505,1.321598,1.321598
2010-12-06,1.3417059999999998,1.341976,1.3250469999999999,1.3415979999999998,1.3415979999999998
2010-12-07,1.329045,1.3398,1.328374,1.328692,1.328692
2010-12-08,1.3248719999999998,1.3280040000000002,1.3186,1.324468,1.324468
2010-12-09,1.324538,1.332303,1.317402,1.3250819999999999,1.3250819999999999
2010-12-10,1.324065,1.328198,1.318392,1.3242049999999999,1.3242049999999999
2010-12-13,1.319871,1.338258,1.318392,1.3197139999999998,1.3197139999999998
2010-12-14,1.339405,1.349418,1.336702,1.3395489999999999,1.3395489999999999
2010-12-15,1.3360049999999999,1.337793,1.328692,1.336095,1.336095
2010-12-16,1.322629,1.3261020000000001,1.318461,1.322401,1.322401
2010-12-17,1.3241,1.3360049999999999,1.314302,1.323995,1.323995
2010-12-20,1.316378,1.3182,1.309895,1.3165,1.3165
2010-12-21,1.311923,1.319993,1.311906,1.3118020000000001,1.3118020000000001
2010-12-22,1.309175,1.317992,1.307993,1.3090030000000001,1.3090030000000001
2010-12-23,1.311596,1.315201,1.305807,1.311544,1.311544
2010-12-24,1.31237,1.314665,1.309964,1.3127149999999999,1.3127149999999999
2010-12-27,1.308198,1.316985,1.308198,1.307976,1.307976
2010-12-28,1.3188959999999998,1.32744,1.314199,1.318965,1.318965
2010-12-29,1.3086950000000002,1.315634,1.3086950000000002,1.308627,1.308627
2010-12-30,1.3221040000000002,1.331097,1.3221040000000002,1.322454,1.322454
2010-12-31,1.330106,1.342372,1.328992,1.330123,1.330123
2011-01-03,1.335595,1.3365049999999998,1.325293,1.335791,1.335791
2011-01-04,1.3360049999999999,1.343093,1.331824,1.335684,1.335684
2011-01-05,1.332392,1.332392,1.312905,1.332108,1.332108
2011-01-06,1.316101,1.317037,1.303373,1.3156860000000001,1.3156860000000001
2011-01-07,1.298904,1.3021340000000001,1.293895,1.297993,1.297993
2011-01-10,1.289807,1.294834,1.287714,1.289507,1.289507
2011-01-11,1.295908,1.2986,1.291005,1.2964959999999999,1.2964959999999999
2011-01-12,1.2986,1.306319,1.296664,1.298398,1.298398
2011-01-13,1.312801,1.335292,1.309192,1.3128360000000001,1.3128360000000001
2011-01-14,1.335113,1.344899,1.3326049999999998,1.3353270000000002,1.3353270000000002
2011-01-17,1.3376139999999999,1.3376139999999999,1.325293,1.338025,1.338025
2011-01-18,1.328374,1.346112,1.325592,1.328392,1.328392
2011-01-19,1.338169,1.353675,1.338169,1.337811,1.337811
2011-01-20,1.345316,1.351808,1.340303,1.345207,1.345207
2011-01-21,1.346566,1.358899,1.345098,1.346801,1.346801
2011-01-24,1.3621940000000001,1.368008,1.354701,1.361953,1.361953
2011-01-25,1.3644049999999999,1.368401,1.357589,1.3644049999999999,1.3644049999999999
2011-01-26,1.368794,1.371761,1.3650200000000001,1.368607,1.368607
2011-01-27,1.370802,1.375629,1.3642940000000001,1.371009,1.371009
2011-01-28,1.372495,1.374703,1.3616,1.372307,1.372307
2011-01-31,1.357607,1.373796,1.357294,1.357276,1.357276
2011-02-01,1.3714979999999999,1.379329,1.370483,1.371385,1.371385
2011-02-02,1.382782,1.386001,1.3781510000000001,1.382992,1.382992
2011-02-03,1.381578,1.382457,1.361897,1.381788,1.381788
2011-02-04,1.362899,1.364759,1.3545909999999999,1.362454,1.362454
2011-02-07,1.357515,1.362639,1.351004,1.357497,1.357497
2011-02-08,1.359416,1.367465,1.357405,1.359194,1.359194
2011-02-09,1.3623239999999999,1.371893,1.361211,1.362695,1.362695
2011-02-10,1.371893,1.372816,1.358142,1.3721,1.3721
2011-02-11,1.360544,1.362157,1.350986,1.360193,1.360193
2011-02-14,1.351516,1.355896,1.343165,1.351004,1.351004
2011-02-15,1.348309,1.354701,1.346203,1.348109,1.348109
2011-02-16,1.349601,1.356797,1.346547,1.349856,1.349856
2011-02-17,1.3576629999999998,1.361063,1.3538940000000002,1.357534,1.357534
2011-02-18,1.362212,1.364517,1.3547930000000001,1.362602,1.362602
2011-02-21,1.371366,1.371366,1.3650010000000001,1.3713469999999999,1.3713469999999999
2011-02-22,1.36812,1.3700510000000001,1.352795,1.368232,1.368232
2011-02-23,1.367409,1.378398,1.367409,1.367372,1.367372
2011-02-24,1.375781,1.381693,1.370802,1.376406,1.376406
2011-02-25,1.382208,1.3837959999999998,1.372476,1.381998,1.381998
2011-02-28,1.373608,1.385329,1.37131,1.373438,1.373438
2011-03-01,1.382743,1.385291,1.378835,1.3821510000000001,1.3821510000000001
2011-03-02,1.376955,1.3890049999999998,1.374457,1.377183,1.377183
2011-03-03,1.386751,1.397507,1.383451,1.386655,1.386655
2011-03-04,1.395907,1.4006969999999999,1.3947,1.395888,1.395888
2011-03-07,1.398875,1.403607,1.395888,1.399071,1.399071
2011-03-08,1.396492,1.398993,1.386809,1.3963940000000001,1.3963940000000001
2011-03-09,1.389449,1.3940780000000002,1.385905,1.3897959999999998,1.3897959999999998
2011-03-10,1.3904729999999998,1.392506,1.379501,1.390221,1.390221
2011-03-11,1.3803,1.384236,1.375421,1.3801290000000002,1.3801290000000002
2011-03-14,1.393476,1.397937,1.390666,1.393456,1.393456
2011-03-15,1.399032,1.4000110000000001,1.385809,1.399208,1.399208
2011-03-16,1.398562,1.4000700000000001,1.391498,1.398621,1.398621
2011-03-17,1.388407,1.404692,1.388407,1.388484,1.388484
2011-03-18,1.4035090000000001,1.414547,1.398328,1.403292,1.403292
2011-03-21,1.416792,1.420192,1.414587,1.4170530000000001,1.4170530000000001
2011-03-22,1.421848,1.424806,1.4180780000000002,1.421707,1.421707
2011-03-23,1.417254,1.421403,1.411094,1.4168120000000002,1.4168120000000002
2011-03-24,1.410855,1.4210200000000002,1.4056,1.410596,1.410596
2011-03-25,1.416972,1.419366,1.411373,1.417193,1.417193
2011-03-28,1.402505,1.411433,1.402406,1.402603,1.402603
2011-03-29,1.407717,1.415008,1.405106,1.407975,1.407975
2011-03-30,1.4112930000000001,1.412908,1.405402,1.411114,1.411114
2011-03-31,1.41219,1.4233049999999998,1.411891,1.4121299999999999,1.4121299999999999
2011-04-01,1.416009,1.421504,1.40647,1.415869,1.415869
2011-04-04,1.4223940000000002,1.426859,1.4194870000000002,1.422333,1.422333
2011-04-05,1.421929,1.4232850000000001,1.4156090000000001,1.42201,1.42201
2011-04-06,1.42201,1.4347,1.42201,1.421909,1.421909
2011-04-07,1.43361,1.43361,1.424806,1.433527,1.433527
2011-04-08,1.430104,1.4443139999999999,1.4293069999999999,1.4302059999999999,1.4302059999999999
2011-04-11,1.4460899999999999,1.448331,1.442169,1.446215,1.446215
2011-04-12,1.443439,1.4516950000000002,1.438042,1.443793,1.443793
2011-04-13,1.447492,1.451927,1.445776,1.447639,1.447639
2011-04-14,1.444607,1.4515049999999998,1.436844,1.44421,1.44421
2011-04-15,1.448604,1.450495,1.439429,1.44321,1.44321
2011-04-18,1.441691,1.4420030000000001,1.416591,1.441296,1.441296
2011-04-19,1.422273,1.432809,1.420757,1.4223940000000002,1.4223940000000002
2011-04-20,1.433897,1.453953,1.43361,1.4337950000000002,1.4337950000000002
2011-04-21,1.4514,1.4647940000000002,1.4508729999999999,1.4514,1.4514
2011-04-22,1.455307,1.458896,1.4537,1.455498,1.455498
2011-04-25,1.455519,1.462566,1.4530450000000001,1.45571,1.45571
2011-04-26,1.45779,1.464901,1.449969,1.4578959999999999,1.4578959999999999
2011-04-27,1.46899,1.470999,1.463807,1.468795,1.468795
2011-04-28,1.478,1.488206,1.477847,1.478,1.478
2011-04-29,1.4842959999999998,1.4878959999999999,1.480494,1.484406,1.484406
2011-05-02,1.48056,1.490246,1.477127,1.479399,1.479399
2011-05-03,1.482492,1.488738,1.475797,1.4823819999999999,1.4823819999999999
2011-05-04,1.483503,1.493808,1.477891,1.483327,1.483327
2011-05-05,1.482404,1.489736,1.45813,1.482975,1.482975
2011-05-06,1.4540170000000001,1.458704,1.446697,1.45444,1.45444
2011-05-09,1.434597,1.444043,1.425801,1.435297,1.435297
2011-05-10,1.437546,1.439408,1.427491,1.437608,1.437608
2011-05-11,1.441109,1.442231,1.426574,1.441109,1.441109
2011-05-12,1.421282,1.425578,1.412609,1.4211,1.4211
2011-05-13,1.4236090000000001,1.434,1.414207,1.423792,1.423792
2011-05-16,1.407559,1.424603,1.405086,1.4077959999999998,1.4077959999999998
2011-05-17,1.415809,1.422293,1.412549,1.415809,1.415809
2011-05-18,1.4269,1.4286530000000002,1.4196280000000001,1.4269,1.4269
2011-05-19,1.425618,1.430595,1.4211,1.425517,1.425517
2011-05-20,1.4318030000000002,1.434391,1.414507,1.431619,1.431619
2011-05-23,1.410875,1.413468,1.397604,1.410576,1.410576
2011-05-24,1.403706,1.413308,1.400423,1.403666,1.403666
2011-05-25,1.40992,1.411672,1.401797,1.4099,1.4099
2011-05-26,1.408232,1.420495,1.407024,1.40849,1.40849
2011-05-27,1.413108,1.430308,1.4128290000000001,1.413507,1.413507
2011-05-30,1.42949,1.430554,1.425984,1.4297360000000001,1.4297360000000001
2011-05-31,1.432418,1.442294,1.432418,1.432234,1.432234
2011-06-01,1.442752,1.445776,1.438807,1.442793,1.442793
2011-06-02,1.434597,1.448394,1.432993,1.4344940000000002,1.4344940000000002
2011-06-03,1.4487079999999999,1.460494,1.445985,1.448604,1.448604
2011-06-06,1.46561,1.465717,1.459534,1.465502,1.465502
2011-06-07,1.458151,1.469184,1.456707,1.4583,1.4583
2011-06-08,1.468795,1.469011,1.4572370000000001,1.468601,1.468601
2011-06-09,1.459897,1.464558,1.448205,1.4601950000000001,1.4601950000000001
2011-06-10,1.451231,1.454799,1.4357090000000001,1.451568,1.451568
2011-06-13,1.433363,1.440341,1.432603,1.43326,1.43326
2011-06-14,1.441753,1.448604,1.438104,1.441691,1.441691
2011-06-15,1.444899,1.4449610000000002,1.420959,1.445003,1.445003
2011-06-16,1.418641,1.420031,1.4077959999999998,1.4181979999999998,1.4181979999999998
2011-06-17,1.419991,1.433836,1.4129479999999999,1.41991,1.41991
2011-06-20,1.429409,1.432501,1.419426,1.42851,1.42851
2011-06-21,1.43248,1.440403,1.431025,1.432542,1.432542
2011-06-22,1.438021,1.443793,1.4349049999999999,1.438166,1.438166
2011-06-23,1.4318030000000002,1.4334040000000001,1.4131280000000002,1.431434,1.431434
2011-06-24,1.4273069999999999,1.430595,1.41611,1.427002,1.427002
2011-06-27,1.4175950000000002,1.429409,1.410795,1.417133,1.417133
2011-06-28,1.4317010000000001,1.4395950000000002,1.42442,1.4316799999999998,1.4316799999999998
